candidate,margin_threshold,best_similarity_threshold,duration_minimum_seconds,duration_margin_threshold,session,utterance_count,score,accuracy,unassigned_rate,error_rate,misattributed_seconds,correct_count,unassigned_count,wrong_count
margin>=0.07 dur[2.0s->0.04],0.07,,2.0,0.04,20260818-end,195,0.9117948717948718,0.8256410256410256,0.14358974358974358,0.03076923076923077,4.720000000000027,161,28,6
margin>=0.07 dur[2.0s->0.04],0.07,,2.0,0.04,20260825-end,243,0.8954732510288067,0.7818930041152263,0.18930041152263374,0.02880658436213992,5.400000000000006,190,46,7
margin>=0.07 dur[2.0s->0.04],0.07,,2.0,0.04,pooled,438,0.9027397260273973,0.8013698630136986,0.1689497716894977,0.02968036529680365,10.120000000000033,351,74,13
margin>=0.07 dur[2.0s->0.06],0.07,,2.0,0.06,20260818-end,195,0.9097435897435897,0.8205128205128205,0.14871794871794872,0.03076923076923077,4.720000000000027,160,29,6
margin>=0.07 dur[2.0s->0.06],0.07,,2.0,0.06,20260825-end,243,0.8954732510288067,0.7818930041152263,0.18930041152263374,0.02880658436213992,5.400000000000006,190,46,7
margin>=0.07 dur[2.0s->0.06],0.07,,2.0,0.06,pooled,438,0.9018264840182648,0.7990867579908676,0.17123287671232876,0.02968036529680365,10.120000000000033,350,75,13
margin>=0.07 dur[2.5s->0.0],0.07,,2.5,0.0,20260818-end,195,0.9087179487179488,0.8256410256410256,0.13846153846153847,0.035897435897435895,8.5,161,27,7
margin>=0.07 dur[2.5s->0.0],0.07,,2.5,0.0,20260825-end,243,0.9004115226337449,0.7942386831275721,0.17695473251028807,0.02880658436213992,5.400000000000006,193,43,7
margin>=0.07 dur[2.5s->0.0],0.07,,2.5,0.0,pooled,438,0.904109589041096,0.8082191780821918,0.1598173515981735,0.0319634703196347,13.900000000000006,354,70,14
margin>=0.07 dur[2.5s->0.02],0.07,,2.5,0.02,20260818-end,195,0.9087179487179488,0.8256410256410256,0.13846153846153847,0.035897435897435895,8.5,161,27,7
margin>=0.07 dur[2.5s->0.02],0.07,,2.5,0.02,20260825-end,243,0.8954732510288067,0.7818930041152263,0.18930041152263374,0.02880658436213992,5.400000000000006,190,46,7
margin>=0.07 dur[2.5s->0.02],0.07,,2.5,0.02,pooled,438,0.9013698630136987,0.8013698630136986,0.16666666666666666,0.0319634703196347,13.900000000000006,351,73,14
margin>=0.07 dur[2.5s->0.04],0.07,,2.5,0.04,20260818-end,195,0.9117948717948718,0.8256410256410256,0.14358974358974358,0.03076923076923077,4.720000000000027,161,28,6
margin>=0.07 dur[2.5s->0.04],0.07,,2.5,0.04,20260825-end,243,0.8954732510288067,0.7818930041152263,0.18930041152263374,0.02880658436213992,5.400000000000006,190,46,7
margin>=0.07 dur[2.5s->0.04],0.07,,2.5,0.04,pooled,438,0.9027397260273973,0.8013698630136986,0.1689497716894977,0.02968036529680365,10.120000000000033,351,74,13
margin>=0.07 dur[2.5s->0.06],0.07,,2.5,0.06,20260818-end,195,0.9097435897435897,0.8205128205128205,0.14871794871794872,0.03076923076923077,4.720000000000027,160,29,6
margin>=0.07 dur[2.5s->0.06],0.07,,2.5,0.06,20260825-end,243,0.8954732510288067,0.7818930041152263,0.18930041152263374,0.02880658436213992,5.400000000000006,190,46,7
margin>=0.07 dur[2.5s->0.06],0.07,,2.5,0.06,pooled,438,0.9018264840182648,0.7990867579908676,0.17123287671232876,0.02968036529680365,10.120000000000033,350,75,13
margin>=0.07 dur[3.0s->0.0],0.07,,3.0,0.0,20260818-end,195,0.9087179487179488,0.8256410256410256,0.13846153846153847,0.035897435897435895,8.5,161,27,7
margin>=0.07 dur[3.0s->0.0],0.07,,3.0,0.0,20260825-end,243,0.8987654320987655,0.7901234567901234,0.18106995884773663,0.02880658436213992,5.400000000000006,192,44,7
margin>=0.07 dur[3.0s->0.0],0.07,,3.0,0.0,pooled,438,0.9031963470319635,0.8059360730593608,0.16210045662100456,0.0319634703196347,13.900000000000006,353,71,14
margin>=0.07 dur[3.0s->0.02],0.07,,3.0,0.02,20260818-end,195,0.9087179487179488,0.8256410256410256,0.13846153846153847,0.035897435897435895,8.5,161,27,7
margin>=0.07 dur[3.0s->0.02],0.07,,3.0,0.02,20260825-end,243,0.8954732510288067,0.7818930041152263,0.18930041152263374,0.02880658436213992,5.400000000000006,190,46,7
margin>=0.07 dur[3.0s->0.02],0.07,,3.0,0.02,pooled,438,0.9013698630136987,0.8013698630136986,0.16666666666666666,0.0319634703196347,13.900000000000006,351,73,14
margin>=0.07 dur[3.0s->0.04],0.07,,3.0,0.04,20260818-end,195,0.9117948717948718,0.8256410256410256,0.14358974358974358,0.03076923076923077,4.720000000000027,161,28,6
margin>=0.07 dur[3.0s->0.04],0.07,,3.0,0.04,20260825-end,243,0.8954732510288067,0.7818930041152263,0.18930041152263374,0.02880658436213992,5.400000000000006,190,46,7
margin>=0.07 dur[3.0s->0.04],0.07,,3.0,0.04,pooled,438,0.9027397260273973,0.8013698630136986,0.1689497716894977,0.02968036529680365,10.120000000000033,351,74,13
margin>=0.07 dur[3.0s->0.06],0.07,,3.0,0.06,20260818-end,195,0.9097435897435897,0.8205128205128205,0.14871794871794872,0.03076923076923077,4.720000000000027,160,29,6
margin>=0.07 dur[3.0s->0.06],0.07,,3.0,0.06,20260825-end,243,0.8954732510288067,0.7818930041152263,0.18930041152263374,0.02880658436213992,5.400000000000006,190,46,7
margin>=0.07 dur[3.0s->0.06],0.07,,3.0,0.06,pooled,438,0.9018264840182648,0.7990867579908676,0.17123287671232876,0.02968036529680365,10.120000000000033,350,75,13
margin>=0.07 OR best>=0.3,0.07,0.3,,,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3,0.07,0.3,,,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3,0.07,0.3,,,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[1.0s->0.0],0.07,0.3,1.0,0.0,20260818-end,195,0.9015384615384615,0.8461538461538461,0.09230769230769231,0.06153846153846154,13.429999999999978,165,18,12
margin>=0.07 OR best>=0.3 dur[1.0s->0.0],0.07,0.3,1.0,0.0,20260825-end,243,0.9061728395061729,0.8271604938271605,0.13168724279835392,0.0411522633744856,8.81000000000003,201,32,10
margin>=0.07 OR best>=0.3 dur[1.0s->0.0],0.07,0.3,1.0,0.0,pooled,438,0.904109589041096,0.8356164383561644,0.1141552511415525,0.0502283105022831,22.24000000000001,366,50,22
margin>=0.07 OR best>=0.3 dur[1.0s->0.02],0.07,0.3,1.0,0.02,20260818-end,195,0.9015384615384615,0.8461538461538461,0.09230769230769231,0.06153846153846154,13.429999999999978,165,18,12
margin>=0.07 OR best>=0.3 dur[1.0s->0.02],0.07,0.3,1.0,0.02,20260825-end,243,0.902880658436214,0.8189300411522634,0.13991769547325103,0.0411522633744856,8.81000000000003,199,34,10
margin>=0.07 OR best>=0.3 dur[1.0s->0.02],0.07,0.3,1.0,0.02,pooled,438,0.902283105022831,0.8310502283105022,0.1187214611872146,0.0502283105022831,22.24000000000001,364,52,22
margin>=0.07 OR best>=0.3 dur[1.0s->0.04],0.07,0.3,1.0,0.04,20260818-end,195,0.8994871794871795,0.841025641025641,0.09743589743589744,0.06153846153846154,13.429999999999978,164,19,12
margin>=0.07 OR best>=0.3 dur[1.0s->0.04],0.07,0.3,1.0,0.04,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[1.0s->0.04],0.07,0.3,1.0,0.04,pooled,438,0.9027397260273973,0.8287671232876712,0.1232876712328767,0.04794520547945205,21.180000000000064,363,54,21
margin>=0.07 OR best>=0.3 dur[1.0s->0.06],0.07,0.3,1.0,0.06,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[1.0s->0.06],0.07,0.3,1.0,0.06,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[1.0s->0.06],0.07,0.3,1.0,0.06,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[1.5s->0.0],0.07,0.3,1.5,0.0,20260818-end,195,0.8994871794871795,0.841025641025641,0.09743589743589744,0.06153846153846154,13.429999999999978,164,19,12
margin>=0.07 OR best>=0.3 dur[1.5s->0.0],0.07,0.3,1.5,0.0,20260825-end,243,0.9069958847736626,0.823045267489712,0.13991769547325103,0.037037037037037035,7.750000000000085,200,34,9
margin>=0.07 OR best>=0.3 dur[1.5s->0.0],0.07,0.3,1.5,0.0,pooled,438,0.9036529680365297,0.8310502283105022,0.12100456621004566,0.04794520547945205,21.180000000000064,364,53,21
margin>=0.07 OR best>=0.3 dur[1.5s->0.02],0.07,0.3,1.5,0.02,20260818-end,195,0.8994871794871795,0.841025641025641,0.09743589743589744,0.06153846153846154,13.429999999999978,164,19,12
margin>=0.07 OR best>=0.3 dur[1.5s->0.02],0.07,0.3,1.5,0.02,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[1.5s->0.02],0.07,0.3,1.5,0.02,pooled,438,0.9027397260273973,0.8287671232876712,0.1232876712328767,0.04794520547945205,21.180000000000064,363,54,21
margin>=0.07 OR best>=0.3 dur[1.5s->0.04],0.07,0.3,1.5,0.04,20260818-end,195,0.8994871794871795,0.841025641025641,0.09743589743589744,0.06153846153846154,13.429999999999978,164,19,12
margin>=0.07 OR best>=0.3 dur[1.5s->0.04],0.07,0.3,1.5,0.04,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[1.5s->0.04],0.07,0.3,1.5,0.04,pooled,438,0.9027397260273973,0.8287671232876712,0.1232876712328767,0.04794520547945205,21.180000000000064,363,54,21
margin>=0.07 OR best>=0.3 dur[1.5s->0.06],0.07,0.3,1.5,0.06,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[1.5s->0.06],0.07,0.3,1.5,0.06,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[1.5s->0.06],0.07,0.3,1.5,0.06,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[2.0s->0.0],0.07,0.3,2.0,0.0,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[2.0s->0.0],0.07,0.3,2.0,0.0,20260825-end,243,0.9069958847736626,0.823045267489712,0.13991769547325103,0.037037037037037035,7.750000000000085,200,34,9
margin>=0.07 OR best>=0.3 dur[2.0s->0.0],0.07,0.3,2.0,0.0,pooled,438,0.9050228310502283,0.8310502283105022,0.1232876712328767,0.045662100456621,19.64000000000007,364,54,20
margin>=0.07 OR best>=0.3 dur[2.0s->0.02],0.07,0.3,2.0,0.02,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[2.0s->0.02],0.07,0.3,2.0,0.02,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[2.0s->0.02],0.07,0.3,2.0,0.02,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[2.0s->0.04],0.07,0.3,2.0,0.04,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[2.0s->0.04],0.07,0.3,2.0,0.04,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[2.0s->0.04],0.07,0.3,2.0,0.04,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[2.0s->0.06],0.07,0.3,2.0,0.06,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[2.0s->0.06],0.07,0.3,2.0,0.06,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[2.0s->0.06],0.07,0.3,2.0,0.06,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[2.5s->0.0],0.07,0.3,2.5,0.0,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[2.5s->0.0],0.07,0.3,2.5,0.0,20260825-end,243,0.9069958847736626,0.823045267489712,0.13991769547325103,0.037037037037037035,7.750000000000085,200,34,9
margin>=0.07 OR best>=0.3 dur[2.5s->0.0],0.07,0.3,2.5,0.0,pooled,438,0.9050228310502283,0.8310502283105022,0.1232876712328767,0.045662100456621,19.64000000000007,364,54,20
margin>=0.07 OR best>=0.3 dur[2.5s->0.02],0.07,0.3,2.5,0.02,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[2.5s->0.02],0.07,0.3,2.5,0.02,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[2.5s->0.02],0.07,0.3,2.5,0.02,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[2.5s->0.04],0.07,0.3,2.5,0.04,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[2.5s->0.04],0.07,0.3,2.5,0.04,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[2.5s->0.04],0.07,0.3,2.5,0.04,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[2.5s->0.06],0.07,0.3,2.5,0.06,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[2.5s->0.06],0.07,0.3,2.5,0.06,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[2.5s->0.06],0.07,0.3,2.5,0.06,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[3.0s->0.0],0.07,0.3,3.0,0.0,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[3.0s->0.0],0.07,0.3,3.0,0.0,20260825-end,243,0.9069958847736626,0.823045267489712,0.13991769547325103,0.037037037037037035,7.750000000000085,200,34,9
margin>=0.07 OR best>=0.3 dur[3.0s->0.0],0.07,0.3,3.0,0.0,pooled,438,0.9050228310502283,0.8310502283105022,0.1232876712328767,0.045662100456621,19.64000000000007,364,54,20
margin>=0.07 OR best>=0.3 dur[3.0s->0.02],0.07,0.3,3.0,0.02,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[3.0s->0.02],0.07,0.3,3.0,0.02,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[3.0s->0.02],0.07,0.3,3.0,0.02,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[3.0s->0.04],0.07,0.3,3.0,0.04,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[3.0s->0.04],0.07,0.3,3.0,0.04,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[3.0s->0.04],0.07,0.3,3.0,0.04,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.3 dur[3.0s->0.06],0.07,0.3,3.0,0.06,20260818-end,195,0.9025641025641026,0.841025641025641,0.10256410256410256,0.05641025641025641,11.889999999999986,164,20,11
margin>=0.07 OR best>=0.3 dur[3.0s->0.06],0.07,0.3,3.0,0.06,20260825-end,243,0.9053497942386832,0.8189300411522634,0.1440329218106996,0.037037037037037035,7.750000000000085,199,35,9
margin>=0.07 OR best>=0.3 dur[3.0s->0.06],0.07,0.3,3.0,0.06,pooled,438,0.904109589041096,0.8287671232876712,0.12557077625570776,0.045662100456621,19.64000000000007,363,55,20
margin>=0.07 OR best>=0.325,0.07,0.325,,,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325,0.07,0.325,,,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325,0.07,0.325,,,pooled,438,0.9036529680365297,0.8242009132420092,0.1324200913242009,0.04337899543378995,18.23999999999998,361,58,19
margin>=0.07 OR best>=0.325 dur[1.0s->0.0],0.07,0.325,1.0,0.0,20260818-end,195,0.8994871794871795,0.841025641025641,0.09743589743589744,0.06153846153846154,13.429999999999978,164,19,12
margin>=0.07 OR best>=0.325 dur[1.0s->0.0],0.07,0.325,1.0,0.0,20260825-end,243,0.9061728395061729,0.8271604938271605,0.13168724279835392,0.0411522633744856,8.81000000000003,201,32,10
margin>=0.07 OR best>=0.325 dur[1.0s->0.0],0.07,0.325,1.0,0.0,pooled,438,0.9031963470319635,0.8333333333333334,0.11643835616438356,0.0502283105022831,22.24000000000001,365,51,22
margin>=0.07 OR best>=0.325 dur[1.0s->0.02],0.07,0.325,1.0,0.02,20260818-end,195,0.8994871794871795,0.841025641025641,0.09743589743589744,0.06153846153846154,13.429999999999978,164,19,12
margin>=0.07 OR best>=0.325 dur[1.0s->0.02],0.07,0.325,1.0,0.02,20260825-end,243,0.9012345679012346,0.8148148148148148,0.1440329218106996,0.0411522633744856,8.81000000000003,198,35,10
margin>=0.07 OR best>=0.325 dur[1.0s->0.02],0.07,0.325,1.0,0.02,pooled,438,0.9004566210045662,0.8264840182648402,0.1232876712328767,0.0502283105022831,22.24000000000001,362,54,22
margin>=0.07 OR best>=0.325 dur[1.0s->0.04],0.07,0.325,1.0,0.04,20260818-end,195,0.8974358974358975,0.8358974358974359,0.10256410256410256,0.06153846153846154,13.429999999999978,163,20,12
margin>=0.07 OR best>=0.325 dur[1.0s->0.04],0.07,0.325,1.0,0.04,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[1.0s->0.04],0.07,0.325,1.0,0.04,pooled,438,0.902283105022831,0.8242009132420092,0.13013698630136986,0.045662100456621,19.779999999999973,361,57,20
margin>=0.07 OR best>=0.325 dur[1.0s->0.06],0.07,0.325,1.0,0.06,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325 dur[1.0s->0.06],0.07,0.325,1.0,0.06,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[1.0s->0.06],0.07,0.325,1.0,0.06,pooled,438,0.9036529680365297,0.8242009132420092,0.1324200913242009,0.04337899543378995,18.23999999999998,361,58,19
margin>=0.07 OR best>=0.325 dur[1.5s->0.0],0.07,0.325,1.5,0.0,20260818-end,195,0.8974358974358975,0.8358974358974359,0.10256410256410256,0.06153846153846154,13.429999999999978,163,20,12
margin>=0.07 OR best>=0.325 dur[1.5s->0.0],0.07,0.325,1.5,0.0,20260825-end,243,0.9078189300411523,0.8189300411522634,0.14814814814814814,0.03292181069958848,6.349999999999994,199,36,8
margin>=0.07 OR best>=0.325 dur[1.5s->0.0],0.07,0.325,1.5,0.0,pooled,438,0.9031963470319635,0.8264840182648402,0.1278538812785388,0.045662100456621,19.779999999999973,362,56,20
margin>=0.07 OR best>=0.325 dur[1.5s->0.02],0.07,0.325,1.5,0.02,20260818-end,195,0.8974358974358975,0.8358974358974359,0.10256410256410256,0.06153846153846154,13.429999999999978,163,20,12
margin>=0.07 OR best>=0.325 dur[1.5s->0.02],0.07,0.325,1.5,0.02,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[1.5s->0.02],0.07,0.325,1.5,0.02,pooled,438,0.902283105022831,0.8242009132420092,0.13013698630136986,0.045662100456621,19.779999999999973,361,57,20
margin>=0.07 OR best>=0.325 dur[1.5s->0.04],0.07,0.325,1.5,0.04,20260818-end,195,0.8974358974358975,0.8358974358974359,0.10256410256410256,0.06153846153846154,13.429999999999978,163,20,12
margin>=0.07 OR best>=0.325 dur[1.5s->0.04],0.07,0.325,1.5,0.04,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[1.5s->0.04],0.07,0.325,1.5,0.04,pooled,438,0.902283105022831,0.8242009132420092,0.13013698630136986,0.045662100456621,19.779999999999973,361,57,20
margin>=0.07 OR best>=0.325 dur[1.5s->0.06],0.07,0.325,1.5,0.06,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325 dur[1.5s->0.06],0.07,0.325,1.5,0.06,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[1.5s->0.06],0.07,0.325,1.5,0.06,pooled,438,0.9036529680365297,0.8242009132420092,0.1324200913242009,0.04337899543378995,18.23999999999998,361,58,19
margin>=0.07 OR best>=0.325 dur[2.0s->0.0],0.07,0.325,2.0,0.0,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325 dur[2.0s->0.0],0.07,0.325,2.0,0.0,20260825-end,243,0.9078189300411523,0.8189300411522634,0.14814814814814814,0.03292181069958848,6.349999999999994,199,36,8
margin>=0.07 OR best>=0.325 dur[2.0s->0.0],0.07,0.325,2.0,0.0,pooled,438,0.9045662100456622,0.8264840182648402,0.13013698630136986,0.04337899543378995,18.23999999999998,362,57,19
margin>=0.07 OR best>=0.325 dur[2.0s->0.02],0.07,0.325,2.0,0.02,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325 dur[2.0s->0.02],0.07,0.325,2.0,0.02,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[2.0s->0.02],0.07,0.325,2.0,0.02,pooled,438,0.9036529680365297,0.8242009132420092,0.1324200913242009,0.04337899543378995,18.23999999999998,361,58,19
margin>=0.07 OR best>=0.325 dur[2.0s->0.04],0.07,0.325,2.0,0.04,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325 dur[2.0s->0.04],0.07,0.325,2.0,0.04,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[2.0s->0.04],0.07,0.325,2.0,0.04,pooled,438,0.9036529680365297,0.8242009132420092,0.1324200913242009,0.04337899543378995,18.23999999999998,361,58,19
margin>=0.07 OR best>=0.325 dur[2.0s->0.06],0.07,0.325,2.0,0.06,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325 dur[2.0s->0.06],0.07,0.325,2.0,0.06,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[2.0s->0.06],0.07,0.325,2.0,0.06,pooled,438,0.9036529680365297,0.8242009132420092,0.1324200913242009,0.04337899543378995,18.23999999999998,361,58,19
margin>=0.07 OR best>=0.325 dur[2.5s->0.0],0.07,0.325,2.5,0.0,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325 dur[2.5s->0.0],0.07,0.325,2.5,0.0,20260825-end,243,0.9078189300411523,0.8189300411522634,0.14814814814814814,0.03292181069958848,6.349999999999994,199,36,8
margin>=0.07 OR best>=0.325 dur[2.5s->0.0],0.07,0.325,2.5,0.0,pooled,438,0.9045662100456622,0.8264840182648402,0.13013698630136986,0.04337899543378995,18.23999999999998,362,57,19
margin>=0.07 OR best>=0.325 dur[2.5s->0.02],0.07,0.325,2.5,0.02,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325 dur[2.5s->0.02],0.07,0.325,2.5,0.02,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[2.5s->0.02],0.07,0.325,2.5,0.02,pooled,438,0.9036529680365297,0.8242009132420092,0.1324200913242009,0.04337899543378995,18.23999999999998,361,58,19
margin>=0.07 OR best>=0.325 dur[2.5s->0.04],0.07,0.325,2.5,0.04,20260818-end,195,0.9005128205128206,0.8358974358974359,0.1076923076923077,0.05641025641025641,11.889999999999986,163,21,11
margin>=0.07 OR best>=0.325 dur[2.5s->0.04],0.07,0.325,2.5,0.04,20260825-end,243,0.9061728395061729,0.8148148148148148,0.1522633744855967,0.03292181069958848,6.349999999999994,198,37,8
margin>=0.07 OR best>=0.325 dur[2.5s->0.04],0.07,0.325,2.5,0.04,pooled,438,0.9036529680365297,0.8242009132420092,0.1324200913242009,0.04337899543378995,18.23999999999998,361,58,19
