candidate,margin_threshold,best_similarity_threshold,duration_minimum_seconds,duration_margin_threshold,session,utterance_count,score,accuracy,unassigned_rate,error_rate,misattributed_seconds,correct_count,unassigned_count,wrong_count
margin>=0.08 OR best>=0.45 dur[1.0s->0.02],0.08,0.45,1.0,0.02,20260818-end,195,0.9087179487179486,0.841025641025641,0.11282051282051282,0.046153846153846156,11.89,164,22,9
margin>=0.08 OR best>=0.45 dur[1.0s->0.02],0.08,0.45,1.0,0.02,20260825-end,243,0.9020576131687243,0.7983539094650206,0.1728395061728395,0.02880658436213992,7.12000000000009,194,42,7
margin>=0.08 OR best>=0.45 dur[1.0s->0.02],0.08,0.45,1.0,0.02,pooled,438,0.9050228310502283,0.817351598173516,0.1461187214611872,0.0365296803652968,19.01000000000009,358,64,16
margin>=0.08 OR best>=0.45 dur[1.0s->0.04],0.08,0.45,1.0,0.04,20260818-end,195,0.9097435897435897,0.8358974358974359,0.12307692307692308,0.041025641025641026,10.720000000000013,163,24,8
margin>=0.08 OR best>=0.45 dur[1.0s->0.04],0.08,0.45,1.0,0.04,20260825-end,243,0.9069958847736627,0.7983539094650206,0.18106995884773663,0.0205761316872428,4.660000000000053,194,44,5
margin>=0.08 OR best>=0.45 dur[1.0s->0.04],0.08,0.45,1.0,0.04,pooled,438,0.9082191780821918,0.815068493150685,0.1552511415525114,0.02968036529680365,15.380000000000067,357,68,13
margin>=0.08 OR best>=0.45 dur[1.0s->0.06],0.08,0.45,1.0,0.06,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[1.0s->0.06],0.08,0.45,1.0,0.06,20260825-end,243,0.9037037037037038,0.7901234567901234,0.18930041152263374,0.0205761316872428,4.660000000000053,192,46,5
margin>=0.08 OR best>=0.45 dur[1.0s->0.06],0.08,0.45,1.0,0.06,pooled,438,0.9068493150684932,0.8082191780821918,0.1643835616438356,0.0273972602739726,13.840000000000074,354,72,12
margin>=0.08 OR best>=0.45 dur[1.5s->0.0],0.08,0.45,1.5,0.0,20260818-end,195,0.9076923076923077,0.8307692307692308,0.1282051282051282,0.041025641025641026,10.720000000000013,162,25,8
margin>=0.08 OR best>=0.45 dur[1.5s->0.0],0.08,0.45,1.5,0.0,20260825-end,243,0.9069958847736627,0.7983539094650206,0.18106995884773663,0.0205761316872428,4.660000000000053,194,44,5
margin>=0.08 OR best>=0.45 dur[1.5s->0.0],0.08,0.45,1.5,0.0,pooled,438,0.9073059360730594,0.8127853881278538,0.15753424657534246,0.02968036529680365,15.380000000000067,356,69,13
margin>=0.08 OR best>=0.45 dur[1.5s->0.02],0.08,0.45,1.5,0.02,20260818-end,195,0.9076923076923077,0.8307692307692308,0.1282051282051282,0.041025641025641026,10.720000000000013,162,25,8
margin>=0.08 OR best>=0.45 dur[1.5s->0.02],0.08,0.45,1.5,0.02,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[1.5s->0.02],0.08,0.45,1.5,0.02,pooled,438,0.9045662100456622,0.8059360730593608,0.1643835616438356,0.02968036529680365,15.380000000000067,353,72,13
margin>=0.08 OR best>=0.45 dur[1.5s->0.04],0.08,0.45,1.5,0.04,20260818-end,195,0.9076923076923077,0.8307692307692308,0.1282051282051282,0.041025641025641026,10.720000000000013,162,25,8
margin>=0.08 OR best>=0.45 dur[1.5s->0.04],0.08,0.45,1.5,0.04,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[1.5s->0.04],0.08,0.45,1.5,0.04,pooled,438,0.9045662100456622,0.8059360730593608,0.1643835616438356,0.02968036529680365,15.380000000000067,353,72,13
margin>=0.08 OR best>=0.45 dur[1.5s->0.06],0.08,0.45,1.5,0.06,20260818-end,195,0.9087179487179486,0.8256410256410256,0.13846153846153847,0.035897435897435895,9.180000000000021,161,27,7
margin>=0.08 OR best>=0.45 dur[1.5s->0.06],0.08,0.45,1.5,0.06,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[1.5s->0.06],0.08,0.45,1.5,0.06,pooled,438,0.9050228310502284,0.8036529680365296,0.1689497716894977,0.0273972602739726,13.840000000000074,352,74,12
margin>=0.08 OR best>=0.45 dur[2.0s->0.0],0.08,0.45,2.0,0.0,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[2.0s->0.0],0.08,0.45,2.0,0.0,20260825-end,243,0.9053497942386832,0.7942386831275721,0.18518518518518517,0.0205761316872428,4.660000000000053,193,45,5
margin>=0.08 OR best>=0.45 dur[2.0s->0.0],0.08,0.45,2.0,0.0,pooled,438,0.9077625570776255,0.8105022831050228,0.16210045662100456,0.0273972602739726,13.840000000000074,355,71,12
margin>=0.08 OR best>=0.45 dur[2.0s->0.02],0.08,0.45,2.0,0.02,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[2.0s->0.02],0.08,0.45,2.0,0.02,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[2.0s->0.02],0.08,0.45,2.0,0.02,pooled,438,0.9059360730593607,0.8059360730593608,0.16666666666666666,0.0273972602739726,13.840000000000074,353,73,12
margin>=0.08 OR best>=0.45 dur[2.0s->0.04],0.08,0.45,2.0,0.04,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[2.0s->0.04],0.08,0.45,2.0,0.04,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[2.0s->0.04],0.08,0.45,2.0,0.04,pooled,438,0.9059360730593607,0.8059360730593608,0.16666666666666666,0.0273972602739726,13.840000000000074,353,73,12
margin>=0.08 OR best>=0.45 dur[2.0s->0.06],0.08,0.45,2.0,0.06,20260818-end,195,0.9087179487179486,0.8256410256410256,0.13846153846153847,0.035897435897435895,9.180000000000021,161,27,7
margin>=0.08 OR best>=0.45 dur[2.0s->0.06],0.08,0.45,2.0,0.06,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[2.0s->0.06],0.08,0.45,2.0,0.06,pooled,438,0.9050228310502284,0.8036529680365296,0.1689497716894977,0.0273972602739726,13.840000000000074,352,74,12
margin>=0.08 OR best>=0.45 dur[2.5s->0.0],0.08,0.45,2.5,0.0,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[2.5s->0.0],0.08,0.45,2.5,0.0,20260825-end,243,0.9053497942386832,0.7942386831275721,0.18518518518518517,0.0205761316872428,4.660000000000053,193,45,5
margin>=0.08 OR best>=0.45 dur[2.5s->0.0],0.08,0.45,2.5,0.0,pooled,438,0.9077625570776255,0.8105022831050228,0.16210045662100456,0.0273972602739726,13.840000000000074,355,71,12
margin>=0.08 OR best>=0.45 dur[2.5s->0.02],0.08,0.45,2.5,0.02,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[2.5s->0.02],0.08,0.45,2.5,0.02,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[2.5s->0.02],0.08,0.45,2.5,0.02,pooled,438,0.9059360730593607,0.8059360730593608,0.16666666666666666,0.0273972602739726,13.840000000000074,353,73,12
margin>=0.08 OR best>=0.45 dur[2.5s->0.04],0.08,0.45,2.5,0.04,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[2.5s->0.04],0.08,0.45,2.5,0.04,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[2.5s->0.04],0.08,0.45,2.5,0.04,pooled,438,0.9059360730593607,0.8059360730593608,0.16666666666666666,0.0273972602739726,13.840000000000074,353,73,12
margin>=0.08 OR best>=0.45 dur[2.5s->0.06],0.08,0.45,2.5,0.06,20260818-end,195,0.9087179487179486,0.8256410256410256,0.13846153846153847,0.035897435897435895,9.180000000000021,161,27,7
margin>=0.08 OR best>=0.45 dur[2.5s->0.06],0.08,0.45,2.5,0.06,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[2.5s->0.06],0.08,0.45,2.5,0.06,pooled,438,0.9050228310502284,0.8036529680365296,0.1689497716894977,0.0273972602739726,13.840000000000074,352,74,12
margin>=0.08 OR best>=0.45 dur[3.0s->0.0],0.08,0.45,3.0,0.0,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[3.0s->0.0],0.08,0.45,3.0,0.0,20260825-end,243,0.9037037037037038,0.7901234567901234,0.18930041152263374,0.0205761316872428,4.660000000000053,192,46,5
margin>=0.08 OR best>=0.45 dur[3.0s->0.0],0.08,0.45,3.0,0.0,pooled,438,0.9068493150684932,0.8082191780821918,0.1643835616438356,0.0273972602739726,13.840000000000074,354,72,12
margin>=0.08 OR best>=0.45 dur[3.0s->0.02],0.08,0.45,3.0,0.02,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[3.0s->0.02],0.08,0.45,3.0,0.02,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[3.0s->0.02],0.08,0.45,3.0,0.02,pooled,438,0.9059360730593607,0.8059360730593608,0.16666666666666666,0.0273972602739726,13.840000000000074,353,73,12
margin>=0.08 OR best>=0.45 dur[3.0s->0.04],0.08,0.45,3.0,0.04,20260818-end,195,0.9107692307692308,0.8307692307692308,0.13333333333333333,0.035897435897435895,9.180000000000021,162,26,7
margin>=0.08 OR best>=0.45 dur[3.0s->0.04],0.08,0.45,3.0,0.04,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[3.0s->0.04],0.08,0.45,3.0,0.04,pooled,438,0.9059360730593607,0.8059360730593608,0.16666666666666666,0.0273972602739726,13.840000000000074,353,73,12
margin>=0.08 OR best>=0.45 dur[3.0s->0.06],0.08,0.45,3.0,0.06,20260818-end,195,0.9087179487179486,0.8256410256410256,0.13846153846153847,0.035897435897435895,9.180000000000021,161,27,7
margin>=0.08 OR best>=0.45 dur[3.0s->0.06],0.08,0.45,3.0,0.06,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.08 OR best>=0.45 dur[3.0s->0.06],0.08,0.45,3.0,0.06,pooled,438,0.9050228310502284,0.8036529680365296,0.1689497716894977,0.0273972602739726,13.840000000000074,352,74,12
margin>=0.09,0.09,,,,20260818-end,195,0.9097435897435897,0.8051282051282052,0.17435897435897435,0.020512820512820513,3.8800000000000523,157,34,4
margin>=0.09,0.09,,,,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09,0.09,,,,pooled,438,0.9000000000000001,0.7808219178082192,0.19863013698630136,0.02054794520547945,8.540000000000106,342,87,9
margin>=0.09 dur[1.0s->0.0],0.09,,1.0,0.0,20260818-end,195,0.9097435897435897,0.8358974358974359,0.12307692307692308,0.041025641025641026,11.470000000000013,163,24,8
margin>=0.09 dur[1.0s->0.0],0.09,,1.0,0.0,20260825-end,243,0.9069958847736626,0.8106995884773662,0.16049382716049382,0.02880658436213992,7.12000000000009,197,39,7
margin>=0.09 dur[1.0s->0.0],0.09,,1.0,0.0,pooled,438,0.9082191780821918,0.821917808219178,0.14383561643835616,0.03424657534246575,18.590000000000103,360,63,15
margin>=0.09 dur[1.0s->0.02],0.09,,1.0,0.02,20260818-end,195,0.9097435897435897,0.8358974358974359,0.12307692307692308,0.041025641025641026,11.470000000000013,163,24,8
margin>=0.09 dur[1.0s->0.02],0.09,,1.0,0.02,20260825-end,243,0.8954732510288067,0.7818930041152263,0.18930041152263374,0.02880658436213992,7.12000000000009,190,46,7
margin>=0.09 dur[1.0s->0.02],0.09,,1.0,0.02,pooled,438,0.9018264840182648,0.8059360730593608,0.1598173515981735,0.03424657534246575,18.590000000000103,353,70,15
margin>=0.09 dur[1.0s->0.04],0.09,,1.0,0.04,20260818-end,195,0.9138461538461539,0.8307692307692308,0.13846153846153847,0.03076923076923077,6.520000000000053,162,27,6
margin>=0.09 dur[1.0s->0.04],0.09,,1.0,0.04,20260825-end,243,0.9004115226337449,0.7818930041152263,0.19753086419753085,0.0205761316872428,4.660000000000053,190,48,5
margin>=0.09 dur[1.0s->0.04],0.09,,1.0,0.04,pooled,438,0.906392694063927,0.8036529680365296,0.17123287671232876,0.02511415525114155,11.180000000000106,352,75,11
margin>=0.09 dur[1.0s->0.06],0.09,,1.0,0.06,20260818-end,195,0.9128205128205128,0.8205128205128205,0.15384615384615385,0.02564102564102564,4.980000000000061,160,30,5
margin>=0.09 dur[1.0s->0.06],0.09,,1.0,0.06,20260825-end,243,0.8954732510288067,0.7695473251028807,0.20987654320987653,0.0205761316872428,4.660000000000053,187,51,5
margin>=0.09 dur[1.0s->0.06],0.09,,1.0,0.06,pooled,438,0.9031963470319635,0.7922374429223744,0.18493150684931506,0.0228310502283105,9.640000000000114,347,81,10
margin>=0.09 dur[1.5s->0.0],0.09,,1.5,0.0,20260818-end,195,0.9097435897435897,0.8205128205128205,0.14871794871794872,0.03076923076923077,9.200000000000017,160,29,6
margin>=0.09 dur[1.5s->0.0],0.09,,1.5,0.0,20260825-end,243,0.9020576131687243,0.7860082304526749,0.1934156378600823,0.0205761316872428,4.660000000000053,191,47,5
margin>=0.09 dur[1.5s->0.0],0.09,,1.5,0.0,pooled,438,0.9054794520547946,0.8013698630136986,0.1735159817351598,0.02511415525114155,13.86000000000007,351,76,11
margin>=0.09 dur[1.5s->0.02],0.09,,1.5,0.02,20260818-end,195,0.9097435897435897,0.8205128205128205,0.14871794871794872,0.03076923076923077,9.200000000000017,160,29,6
margin>=0.09 dur[1.5s->0.02],0.09,,1.5,0.02,20260825-end,243,0.8954732510288067,0.7695473251028807,0.20987654320987653,0.0205761316872428,4.660000000000053,187,51,5
margin>=0.09 dur[1.5s->0.02],0.09,,1.5,0.02,pooled,438,0.9018264840182649,0.7922374429223744,0.182648401826484,0.02511415525114155,13.86000000000007,347,80,11
margin>=0.09 dur[1.5s->0.04],0.09,,1.5,0.04,20260818-end,195,0.9128205128205128,0.8205128205128205,0.15384615384615385,0.02564102564102564,5.420000000000044,160,30,5
margin>=0.09 dur[1.5s->0.04],0.09,,1.5,0.04,20260825-end,243,0.8954732510288067,0.7695473251028807,0.20987654320987653,0.0205761316872428,4.660000000000053,187,51,5
margin>=0.09 dur[1.5s->0.04],0.09,,1.5,0.04,pooled,438,0.9031963470319635,0.7922374429223744,0.18493150684931506,0.0228310502283105,10.080000000000098,347,81,10
margin>=0.09 dur[1.5s->0.06],0.09,,1.5,0.06,20260818-end,195,0.9117948717948718,0.8102564102564103,0.16923076923076924,0.020512820512820513,3.8800000000000523,158,33,4
margin>=0.09 dur[1.5s->0.06],0.09,,1.5,0.06,20260825-end,243,0.8938271604938273,0.7654320987654321,0.2139917695473251,0.0205761316872428,4.660000000000053,186,52,5
margin>=0.09 dur[1.5s->0.06],0.09,,1.5,0.06,pooled,438,0.9018264840182649,0.7853881278538812,0.19406392694063926,0.02054794520547945,8.540000000000106,344,85,9
margin>=0.09 dur[2.0s->0.0],0.09,,2.0,0.0,20260818-end,195,0.9107692307692308,0.8153846153846154,0.15897435897435896,0.02564102564102564,7.660000000000025,159,31,5
margin>=0.09 dur[2.0s->0.0],0.09,,2.0,0.0,20260825-end,243,0.8971193415637861,0.7736625514403292,0.205761316872428,0.0205761316872428,4.660000000000053,188,50,5
margin>=0.09 dur[2.0s->0.0],0.09,,2.0,0.0,pooled,438,0.9031963470319635,0.7922374429223744,0.18493150684931506,0.0228310502283105,12.320000000000078,347,81,10
margin>=0.09 dur[2.0s->0.02],0.09,,2.0,0.02,20260818-end,195,0.9107692307692308,0.8153846153846154,0.15897435897435896,0.02564102564102564,7.660000000000025,159,31,5
margin>=0.09 dur[2.0s->0.02],0.09,,2.0,0.02,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09 dur[2.0s->0.02],0.09,,2.0,0.02,pooled,438,0.9004566210045662,0.7853881278538812,0.1917808219178082,0.0228310502283105,12.320000000000078,344,84,10
margin>=0.09 dur[2.0s->0.04],0.09,,2.0,0.04,20260818-end,195,0.9138461538461539,0.8153846153846154,0.1641025641025641,0.020512820512820513,3.8800000000000523,159,32,4
margin>=0.09 dur[2.0s->0.04],0.09,,2.0,0.04,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09 dur[2.0s->0.04],0.09,,2.0,0.04,pooled,438,0.9018264840182649,0.7853881278538812,0.19406392694063926,0.02054794520547945,8.540000000000106,344,85,9
margin>=0.09 dur[2.0s->0.06],0.09,,2.0,0.06,20260818-end,195,0.9117948717948718,0.8102564102564103,0.16923076923076924,0.020512820512820513,3.8800000000000523,158,33,4
margin>=0.09 dur[2.0s->0.06],0.09,,2.0,0.06,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09 dur[2.0s->0.06],0.09,,2.0,0.06,pooled,438,0.9009132420091325,0.7831050228310502,0.1963470319634703,0.02054794520547945,8.540000000000106,343,86,9
margin>=0.09 dur[2.5s->0.0],0.09,,2.5,0.0,20260818-end,195,0.9107692307692308,0.8153846153846154,0.15897435897435896,0.02564102564102564,7.660000000000025,159,31,5
margin>=0.09 dur[2.5s->0.0],0.09,,2.5,0.0,20260825-end,243,0.8971193415637861,0.7736625514403292,0.205761316872428,0.0205761316872428,4.660000000000053,188,50,5
margin>=0.09 dur[2.5s->0.0],0.09,,2.5,0.0,pooled,438,0.9031963470319635,0.7922374429223744,0.18493150684931506,0.0228310502283105,12.320000000000078,347,81,10
margin>=0.09 dur[2.5s->0.02],0.09,,2.5,0.02,20260818-end,195,0.9107692307692308,0.8153846153846154,0.15897435897435896,0.02564102564102564,7.660000000000025,159,31,5
margin>=0.09 dur[2.5s->0.02],0.09,,2.5,0.02,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09 dur[2.5s->0.02],0.09,,2.5,0.02,pooled,438,0.9004566210045662,0.7853881278538812,0.1917808219178082,0.0228310502283105,12.320000000000078,344,84,10
margin>=0.09 dur[2.5s->0.04],0.09,,2.5,0.04,20260818-end,195,0.9138461538461539,0.8153846153846154,0.1641025641025641,0.020512820512820513,3.8800000000000523,159,32,4
margin>=0.09 dur[2.5s->0.04],0.09,,2.5,0.04,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09 dur[2.5s->0.04],0.09,,2.5,0.04,pooled,438,0.9018264840182649,0.7853881278538812,0.19406392694063926,0.02054794520547945,8.540000000000106,344,85,9
margin>=0.09 dur[2.5s->0.06],0.09,,2.5,0.06,20260818-end,195,0.9117948717948718,0.8102564102564103,0.16923076923076924,0.020512820512820513,3.8800000000000523,158,33,4
margin>=0.09 dur[2.5s->0.06],0.09,,2.5,0.06,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09 dur[2.5s->0.06],0.09,,2.5,0.06,pooled,438,0.9009132420091325,0.7831050228310502,0.1963470319634703,0.02054794520547945,8.540000000000106,343,86,9
margin>=0.09 dur[3.0s->0.0],0.09,,3.0,0.0,20260818-end,195,0.9087179487179488,0.8102564102564103,0.1641025641025641,0.02564102564102564,7.660000000000025,158,32,5
margin>=0.09 dur[3.0s->0.0],0.09,,3.0,0.0,20260825-end,243,0.8954732510288067,0.7695473251028807,0.20987654320987653,0.0205761316872428,4.660000000000053,187,51,5
margin>=0.09 dur[3.0s->0.0],0.09,,3.0,0.0,pooled,438,0.9013698630136987,0.7876712328767124,0.18949771689497716,0.0228310502283105,12.320000000000078,345,83,10
margin>=0.09 dur[3.0s->0.02],0.09,,3.0,0.02,20260818-end,195,0.9087179487179488,0.8102564102564103,0.1641025641025641,0.02564102564102564,7.660000000000025,158,32,5
margin>=0.09 dur[3.0s->0.02],0.09,,3.0,0.02,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09 dur[3.0s->0.02],0.09,,3.0,0.02,pooled,438,0.8995433789954339,0.7831050228310502,0.19406392694063926,0.0228310502283105,12.320000000000078,343,85,10
margin>=0.09 dur[3.0s->0.04],0.09,,3.0,0.04,20260818-end,195,0.9117948717948718,0.8102564102564103,0.16923076923076924,0.020512820512820513,3.8800000000000523,158,33,4
margin>=0.09 dur[3.0s->0.04],0.09,,3.0,0.04,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09 dur[3.0s->0.04],0.09,,3.0,0.04,pooled,438,0.9009132420091325,0.7831050228310502,0.1963470319634703,0.02054794520547945,8.540000000000106,343,86,9
margin>=0.09 dur[3.0s->0.06],0.09,,3.0,0.06,20260818-end,195,0.9097435897435897,0.8051282051282052,0.17435897435897435,0.020512820512820513,3.8800000000000523,157,34,4
margin>=0.09 dur[3.0s->0.06],0.09,,3.0,0.06,20260825-end,243,0.8921810699588478,0.7613168724279835,0.21810699588477367,0.0205761316872428,4.660000000000053,185,53,5
margin>=0.09 dur[3.0s->0.06],0.09,,3.0,0.06,pooled,438,0.9000000000000001,0.7808219178082192,0.19863013698630136,0.02054794520547945,8.540000000000106,342,87,9
margin>=0.09 OR best>=0.3,0.09,0.3,,,20260818-end,195,0.9066666666666666,0.8358974358974359,0.11794871794871795,0.046153846153846156,11.050000000000011,163,23,9
margin>=0.09 OR best>=0.3,0.09,0.3,,,20260825-end,243,0.9069958847736626,0.8106995884773662,0.16049382716049382,0.02880658436213992,7.010000000000133,197,39,7
margin>=0.09 OR best>=0.3,0.09,0.3,,,pooled,438,0.9068493150684932,0.821917808219178,0.1415525114155251,0.0365296803652968,18.060000000000144,360,62,16
margin>=0.09 OR best>=0.3 dur[1.0s->0.0],0.09,0.3,1.0,0.0,20260818-end,195,0.9056410256410257,0.841025641025641,0.1076923076923077,0.05128205128205128,12.590000000000003,164,21,10
margin>=0.09 OR best>=0.3 dur[1.0s->0.0],0.09,0.3,1.0,0.0,20260825-end,243,0.9078189300411523,0.8189300411522634,0.14814814814814814,0.03292181069958848,8.070000000000078,199,36,8
margin>=0.09 OR best>=0.3 dur[1.0s->0.0],0.09,0.3,1.0,0.0,pooled,438,0.9068493150684932,0.8287671232876712,0.13013698630136986,0.0410958904109589,20.660000000000082,363,57,18
margin>=0.09 OR best>=0.3 dur[1.0s->0.02],0.09,0.3,1.0,0.02,20260818-end,195,0.9056410256410257,0.841025641025641,0.1076923076923077,0.05128205128205128,12.590000000000003,164,21,10
margin>=0.09 OR best>=0.3 dur[1.0s->0.02],0.09,0.3,1.0,0.02,20260825-end,243,0.9045267489711935,0.8106995884773662,0.15637860082304528,0.03292181069958848,8.070000000000078,197,38,8
margin>=0.09 OR best>=0.3 dur[1.0s->0.02],0.09,0.3,1.0,0.02,pooled,438,0.9050228310502283,0.8242009132420092,0.13470319634703196,0.0410958904109589,20.660000000000082,361,59,18
margin>=0.09 OR best>=0.3 dur[1.0s->0.04],0.09,0.3,1.0,0.04,20260818-end,195,0.9035897435897435,0.8358974358974359,0.11282051282051282,0.05128205128205128,12.590000000000003,163,22,10
margin>=0.09 OR best>=0.3 dur[1.0s->0.04],0.09,0.3,1.0,0.04,20260825-end,243,0.9069958847736626,0.8106995884773662,0.16049382716049382,0.02880658436213992,7.010000000000133,197,39,7
margin>=0.09 OR best>=0.3 dur[1.0s->0.04],0.09,0.3,1.0,0.04,pooled,438,0.9054794520547945,0.821917808219178,0.13926940639269406,0.03881278538812785,19.600000000000136,360,61,17
margin>=0.09 OR best>=0.3 dur[1.0s->0.06],0.09,0.3,1.0,0.06,20260818-end,195,0.9066666666666666,0.8358974358974359,0.11794871794871795,0.046153846153846156,11.050000000000011,163,23,9
margin>=0.09 OR best>=0.3 dur[1.0s->0.06],0.09,0.3,1.0,0.06,20260825-end,243,0.9069958847736626,0.8106995884773662,0.16049382716049382,0.02880658436213992,7.010000000000133,197,39,7
margin>=0.09 OR best>=0.3 dur[1.0s->0.06],0.09,0.3,1.0,0.06,pooled,438,0.9068493150684932,0.821917808219178,0.1415525114155251,0.0365296803652968,18.060000000000144,360,62,16
margin>=0.09 OR best>=0.3 dur[1.5s->0.0],0.09,0.3,1.5,0.0,20260818-end,195,0.9035897435897435,0.8358974358974359,0.11282051282051282,0.05128205128205128,12.590000000000003,163,22,10
margin>=0.09 OR best>=0.3 dur[1.5s->0.0],0.09,0.3,1.5,0.0,20260825-end,243,0.908641975308642,0.8148148148148148,0.15637860082304528,0.02880658436213992,7.010000000000133,198,38,7
margin>=0.09 OR best>=0.3 dur[1.5s->0.0],0.09,0.3,1.5,0.0,pooled,438,0.906392694063927,0.8242009132420092,0.136986301369863,0.03881278538812785,19.600000000000136,361,60,17
margin>=0.09 OR best>=0.3 dur[1.5s->0.02],0.09,0.3,1.5,0.02,20260818-end,195,0.9035897435897435,0.8358974358974359,0.11282051282051282,0.05128205128205128,12.590000000000003,163,22,10
margin>=0.09 OR best>=0.3 dur[1.5s->0.02],0.09,0.3,1.5,0.02,20260825-end,243,0.9069958847736626,0.8106995884773662,0.16049382716049382,0.02880658436213992,7.010000000000133,197,39,7
margin>=0.09 OR best>=0.3 dur[1.5s->0.02],0.09,0.3,1.5,0.02,pooled,438,0.9054794520547945,0.821917808219178,0.13926940639269406,0.03881278538812785,19.600000000000136,360,61,17
margin>=0.09 OR best>=0.3 dur[1.5s->0.04],0.09,0.3,1.5,0.04,20260818-end,195,0.9035897435897435,0.8358974358974359,0.11282051282051282,0.05128205128205128,12.590000000000003,163,22,10
margin>=0.09 OR best>=0.3 dur[1.5s->0.04],0.09,0.3,1.5,0.04,20260825-end,243,0.9069958847736626,0.8106995884773662,0.16049382716049382,0.02880658436213992,7.010000000000133,197,39,7
margin>=0.09 OR best>=0.3 dur[1.5s->0.04],0.09,0.3,1.5,0.04,pooled,438,0.9054794520547945,0.821917808219178,0.13926940639269406,0.03881278538812785,19.600000000000136,360,61,17
